 ENTREE,TITRE,AUTEUR,SERIE,COTE,EDITION,COMMENTAIRES,THEME_OUVRAGE,TYPE_OUVRAGE
3173,"L art sous la Revolution , le Directoire et l Empire (1789-1815)","HAUTECOEUR, Louis",UA,UA HAU,"Guy le Prat editeur, 1953, 136 p.",Grand format,Arts,ouvrage a caractere general
3174,Meissonier - Trois siecles d histoire,"GUILLOUX, Philippe",UA,UA GUI,"Copernic, 1980, 107 p.",Grand format,Arts,ouvrage a caractere general
3175,L histoire de Napoleon par la peinture,"FIERRO, Alfred; LERI, Jean-Marc",UA,UA FIE,"Belfond, 1991, 317 p.",Grand format,Arts,ouvrage a caractere general
4167,Le château de Schönbrunn,"MOLIN PRADEL, Mario",UA,UA MOL,"Editions Atlas, 1984, 76 p.",,Arts,ouvrage a caractere general
2097,"Napoleon 1er, ses institutions civiles et administratives","EDMOND-BLANC, Amedee",UD,UD Edmon Thiry ,"Plon, Paris, 1880, 332 p.",,Droit-Politique-Institutions,ouvrage a caractere general
2119,Histoire politique de l Europe contemporaine - Evolution des partis et des formes politiques (1814-1896),"SEIGNOBOS, Ch.",UD,UD SEI,"Armand Colin &Cie editeurs, 1897, 814 p.",,Droit-Politique-Institutions,ouvrage a caractere general
2258,Napoleon au Conseil d Etat,"BOURDON, Jean",UD,UD BOU,"Berger-Levrault, Paris, 1963, 330 p.",,Droit-Politique-Institutions,ouvrage a caractere general
2308,"Histoire diplomatique de l Europe, depuis l ouverture du Congres de Vienne jusqu a la fermeture du Congres de Berlin (1814-1878) - Tome 1","DEBIDOUR, Antonin",UD,UD DEB Thiry,"Felix Alcan, 1891, 2 tomes 1 – La Sainte-Alliance 2 – La revolution, tome 1 . 460 p.",,Droit-Politique-Institutions,ouvrage a caractere general
2309,"Histoire diplomatique de l Europe, depuis l ouverture du Congres de Vienne jusqu a la fermeture du Congres de Berlin (1814-1878) - Tome 2","DEBIDOUR, Antonin",UD,UD Debid Thiry ,"Felix Alcan, 1891, 2 tomes 1 – La Sainte-Alliance 2 – La revolution, tome 2 . 600 p.",,Droit-Politique-Institutions,ouvrage a caractere general
2310,"Histoire diplomatique de l Europe, depuis le Congres de Berlin jusqu a nos jours - Tome 1","DEBIDOUR, Antonin",UD,UD Debid 2 Thiry ,"Felix Alcan, 1919/1920 – La Paix armee, 1878-19042 – Vers la Grande Guerre, 1904-1916, tome 1 . 364 p.",,Droit-Politique-Institutions,ouvrage a caractere general
2311,"Histoire diplomatique de l Europe, depuis le Congres de Berlin jusqu a nos jours - Tome 2","DEBIDOUR, Antonin",UD,UD Debid 2 Thiry ,"Felix Alcan, 1919/1920 – La Paix armee, 1878-19042 – Vers la Grande Guerre, 1904-1917, tome 2 . 379 p.",,Droit-Politique-Institutions,ouvrage a caractere general
2415,"Rôle du Senat de Napoleon, dans l organisation militaire de la France imperiale (1800-1814)","THIRY,  Jean",UD,UD Senat Thiry ,"Berger- Levrault, Paris, 1932, 176 p.",,Droit-Politique-Institutions,ouvrage a caractere general
2439,"La Police secrete du Premier Empire, bulletins quotidiens adresses par Fouche a l Empereur - Tome 1","HAUTERIVE, Ernest d ",UD,UD Haute Thiry ,"Perrin, Paris, 1908/1913, 2 tomes1804-1805 , 1805-1806 Clavreuil, Paris, 1963, 1 tome . 1808-1809, tome 1 . 595 p.",Tres mauvais etat.,Droit-Politique-Institutions,ouvrage a caractere general
2440,"La Police secrete du Premier Empire, bulletins quotidiens adresses par Fouche a l Empereur - Tome 2","HAUTERIVE, Ernest d ",UD,UD Haute Thiry ,"Perrin, Paris, 1908/1913, 2 tomes1804-1805 , 1805-1806 Clavreuil, Paris, 1963, 1 tome . 1808-1810, tome 2 . 626 p. ",,Droit-Politique-Institutions,ouvrage a caractere general
2441,"La Police secrete du Premier Empire, bulletins quotidiens adresses par Fouche a l Empereur - Tome 3","HAUTERIVE, Ernest d ",UD,UD Haute Thiry ,"Perrin, Paris, 1908/1913, 2 tomes1804-1805 , 1805-1806 Clavreuil, Paris, 1963, 1 tome . 1808-1811, tome 3 . 777 p.",,Droit-Politique-Institutions,ouvrage a caractere general
3199,Napoleon et le destin de l Europe,"BECAT, Pierre",UD,UD Becat,"Editions Arts et voyages, 1969, 346 p.",,Droit-Politique-Institutions,ouvrage a caractere general
3217,L administration napoleonienne en Europe - Adhesions et resistances,"PEYRARD, Christine; POMPINI, Francis; VOVELLE, Michel",UD,UD Peyra,"Publications de l Universite de Provence, 2008, 180 p.",,Droit-Politique-Institutions,ouvrage a caractere general
3232,Etudes et notaires parisiens en 1803,"BERTHOLET, Philippe",UD,UD Berth Notaires,"Association des Notaires du Châtelet, 2004, 663 p.",,Droit-Politique-Institutions,ouvrage a caractere general
3274,De la reforme dans la legislation militaire,INCONNU,UD,UD Anony,"Testu et Cie, 1818, 122 p.",,Droit-Politique-Institutions,ouvrage a caractere general
3286,Grands notables du Premier Empire,"LEVEQUE, Guillaume",UD,UD Leveq,CNRS - EHESS,,Droit-Politique-Institutions,ouvrage a caractere general
4035,Les imprimeurs parisiens sous Napoleon Ier,"KRAKOVITCH, Odile",UD,UD Krako,"Les musees de la ville de Paris, 2008, 245 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4036,Qui a tue le Duc d Enghien ?,"SCHUMANN, Maurice",UD,UD Schum,"Perrin, 1984, 224 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4037,Fontainebleau - Mille ans d histoire de France,"HEBERT, Jean-François; SARMANT, Thierry",UD,UD Herb,"Tallandier, 2013, 448 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4038,Conspirateurs au temps de Napoleon Ier,"GAUBERT, Henri",UD,UD Gaub ,"Flammarion, 1962, 353 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4039,Les princes d Espagne a Valençay ou l Espagne humiliee,"BONNEAU, François",UD,UD Bonn,"François Bonneau, 1986, 204 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4040,La diplomatie française de Mirabeau a Bonaparte,"RAIN, Pierre",UD,UD Rain,"Plon, 1950, 258 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4041,Theâtre d histoire,"MOSNIER, Robert",UD,UD Mosn,"Librairie edition Guenegaud, 2000, 111 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4042,Le Limousin et Napoleon,"GUINOT, Robert",UD,UD Guin,"Librairie edition Guenegaud, 2012, 153 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4043,Le roman de la Saxe,"BOUCHENOT-DECHIN, Patricia",UD,UD Bouch,"Editions du Rocher, 2006, 238 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4044,L Allemagne dynastique - Tome 1. Hesse - Reuss - Saxe,"HUBERTY, Michel; GIRAUD, Alain; MAGDELAINE, F et B",UD,UD Huber,"Alain Giraud, 1976, 590 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4045,L Allemagne dynastique - Tome 2. Anhalt - Lippe - Wurtenberg,"HUBERTY, Michel; GIRAUD, Alain; MAGDELAINE, F et B",UD,UD Huber,"Alain Giraud, 1979, 643 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4046,L Allemagne dynastique - Tome 3. Brunswick - Nassau - Schwarzbourg,"HUBERTY, Michel; GIRAUD, Alain; MAGDELAINE, F et B",UD,UD Huber,"Alain Giraud, 1981, 607 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4047,L Allemagne dynastique - Tome 4. Wittelsbach,"HUBERTY, Michel; GIRAUD, Alain; MAGDELAINE, F et B",UD,UD Huber,"Alain Giraud, 1985, 545 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4048,L Allemagne dynastique - Tome 5. Hohenzollern - Walbeck,"HUBERTY, Michel; GIRAUD, Alain; MAGDELAINE, F et B",UD,UD Huber,"Alain Giraud, 1989, 617 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4049,L Allemagne dynastique - Tome 6. Bade - Mecklembourg,"HUBERTY, Michel; GIRAUD, Alain; MAGDELAINE, F et B",UD,UD Huber,"Alain Giraud, 1991, 529 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4050,L Allemagne dynastique - Tome 7. Oldenbourg,"HUBERTY, Michel; GIRAUD, Alain; MAGDELAINE, F et B",UD,UD Huber,"Alain Giraud, 1994, 768 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4051,Administrer Lyon sous Napoleon,"REY, Jean-Philippe",UD,UD Rey,"Editions du Poutan, 2012, 347 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4052,Justice et identite sous la Restauration,"TOURNERIE, Jean-Andre",UD,UD Tourn,"L Harmattan, 2001, 303 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4053,Le Grand Empire,"TULARD, Jean",UD,UD Pol,"Albin Michel, 2009, 474 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4054,Les six codes du royaume,ETAT,UD,UD Ins,"Delarue Libraire, 1828, 136 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4055,Les Vosges sous le Consulat et l Empire,"CLAUDEL, Jean-Paul",UD,UD Pol,"Gerard Louis editeur, 1992, 197 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4056,Le blocus,ERCKMANN-CHATRIAN,UD,UD Pol,"Hachette, 1935, 251 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4057,La France de Napoleon,"LUCAS-BRETON, J.",UD,UD Pol,"Hachette, 1947, 517 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4058,Le redressement de la Prusse apres Iena,"BOUVIER, Rene",UD,UD Pol,"Sorlot, 1941, 123 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4059,"1811, Alençon reçoit l Empereur","PONCHEL, Alain",UD,UD Pol,"De l Ornal Editions, 2011, 24 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4060,Le commencement de la fin,"CASTELOT, Andre",UD,UD Pol,"Presses Pocket, 1971, 375 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4061,Les Cent-Jours,"WATELET, Jean; NOUAILLE, Pierre",UD,UD Pol,"Editions Famot, 1974, 253 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4062,Les derniers jours de l Empire,"LACHOUQUE, Henri, commandant",UD,UD Pol,"Arthaud, 1965, 284 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4063,Les revolutions (1789-1848),"MALET, Isaac",UD,UD Pol,"Marabout, 1960, 350 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4064,Les demoiselles de la Legion d honneur,"ROGERS, Rebecca",UD,UD Ins,"Plon, 1992, 374 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4065,Le Consulat et l Empire (1799-1809),"MADELIN, Louis",UD,UD Pol,"Hachette, 1932, tome 1 . 451 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4066,Le Consulat et l Empire (1809-1815),"MADELIN, Louis",UD,UD Pol,"Hachette, 1932, tome 2 . 454 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4067,Le 18 Brumaire,"BESSAND-MASSENET, Pierre",UD,UD Pol,"Hachette, 1965, 159 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4068,Histoire du Consulat et de l Empire (1799-1815),"BOUDON, Jacques-Olivier",UD,UD Pol,"Perrin, 2000, 512 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4069,Le Consulat et l Empire,"RUDE, Ferand",UD,UD Pol,"Cahiers d Histoire, 1971, tome 16 . 473 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4070,Les vingt jours - Louis XVIII ou Napoleon ?,"TULARD, Jean",UD,UD Pol,"Fayard, 2001, 284 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4071,Histoire de l emigration,"DIESBACH, Ghislain de",UD,UD Pol,"Perrin, 1984, 637 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4072,Le rendez-vous de Varennes ou les occasions manquees,"CASTELOT, Andre",UD,UD Pol,"Perrin, 1971, 339 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4073,L emergence du pouvoir local - Le departement de l Isere face a la centralisation (1800-1837),"THORAL, Marie-Cecile ",UD,UD Pol,"Presses Universitaires de Grenoble et de Rennes, 2010, 381 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4074,Les massacres de septembre,"LENOTRE, Georges",UD,UD Pol,"Perrin, 1947, 341 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4075,Le France de l Empire,"MADELIN, Louis",UD,UD Pol,"Flammarion, 1926, 159 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4076,Du Consulat et de l Empire,"SOREL, Jean-Albert",UD,UD Pol,"Editions Gautier Languereau, 1935, 251 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4077,"La Martinique napoleonienne 1802-1809, entre segregation, esclavage et integration","TRANI, Lionel",UD,UD Pol,"Editions SPM, 2014, 418 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4078,Les Cent-Jours ou l esprit de sacrifice,"VILLEPIN, Dominique de",UD,UD Pol,"Perrin, 2001, 634 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4079,Histoire de France III - Revolution et Empire,"AUBRY, Octave",UD,UD Pol,"Flammarion, 1934, 126 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4080,L Europe et la fondation de l Empire français de Cadoudal a Austerlitz,"SOREL, Albert",UD,UD Pol,"Plon, s.d., 316 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4081,L abdication de Bayonne,"SAVINE, Albert",UD,UD Pol,"Louis Michaud Editeur, 1908, 192 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4082,Le proces du Neuf Thermidor,"GODARD, Andre ",UD,UD Pol,"Librairie Bloud et Cie, 1912, pages non numerotees.",,Droit-Politique-Institutions,ouvrage a caractere general
4083,Le temps des revolutions (1787-1870),"DREYFUS, François",UD,UD Pol,"Librairie Jules Tallandier, 1973, 398 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4084,Les constitutions de la France depuis 1798,"GODECHOT, Jacques ",UD,UD Pol,"Garnier-Fammarion, 1970, 508 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4085,La crise de l Empire,"MADELIN, Louis",UD,UD Pol,"Hachette, 1945, 348 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4086,Les dix rendez-vous qui ont change le monde  - Napoleon Ier et Alexandre + Napoleon III et Bismark,"CHANTERANNE, David (sous la direction de)",UD,UD Pol,"Editions du Cerf, 2017, 203 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4087,"La legislation civile, commerciale et criminelle de la France",INCONNU,UD,UD INC,"Imprimerie de Crapelet, 1827, tome 6 . 700 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4088,La Restauration et les biens des emigres - tome 1,"GAIN, Andre",UD,UD GAI,"Societe d impressions typographiques, 1929, tome 1 . 640 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4089,La Restauration et les biens des emigres - tome 2,"GAIN, Andre",UD,UD GAIN,"Societe d impressions typographiques, 1929, tome 2 . 556 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4090,La Revolution française - L album du bicentenaire (1789-1795),"TRANIE, J.; CARMIGNANI, JC.",UD,UD TRA,"Lavauzelle, 1987, 91 p.",Grand format,Droit-Politique-Institutions,ouvrage a caractere general
4091,La Revolution (1789-1799),"MELCHIOR-BONNET, Bernardine",UD,UD MEL,"Larousse, 1985, 203 p.",Grand format,Droit-Politique-Institutions,ouvrage a caractere general
4092,D un coup d Etat a l autre,"ROSSEl, Andre",UD,UD ROS,"A l enseigne de l Arbre Verdoyant, 1990, 319 p.",Grand format ,Droit-Politique-Institutions,ouvrage a caractere general
4093,Le 9 thermidor,"BERL, Emmanuel",UD,UD BER,"Hachette, 1965, 157 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4094,La conspiration du general Malet,"DECAUX, Alain",UD,UD DEC,"Le cercle Historia, 1962, 534 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4095,Correspondance du comte de Jaucourt avec le prince de Talleyrand,"JAUCOURT, Armand François (marquis de)",UD,UD JAU ,"Plon, Paris, 1905, 361 p.","Publiee par J.F. Le Visse de Montigny, marquis de Jaucourt - Mauvais etat",Droit-Politique-Institutions,ouvrage a caractere general
4096,"Les ministres de Napoleon - Refonder l Etat, servir l Empereur","LENTZ, Thierry",UD,UD LEN,"Perrin, 2016, 303 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4097,Les Cent-Jours,"BLOND, Georges",UD,UD BLO,"Julliard, 1983, 348 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4098,Repetitions ecrites sur le premier examen du Code Napoleon,"MOURLON, Frederic",UD,UD MOU,"A. Marescq Aine editeur, 1866, 885 p.",,Droit-Politique-Institutions,ouvrage a caractere general
4099,"Les senateurs du Consulat et de l Empire, les Pairs de France, les senateurs du Second Empire","BROTONNE, Leonce de",UD,UD BRO ,"Charavay, Etienne, Paris, 1895, 327 p.",Mauvais etat,Droit-Politique-Institutions,ouvrage a caractere general
4100,La premiere Restauration - Le retour de l Ile d Elbe - Les Cent-Jours,"HOUSSAYE, Henry",UD,UD HOU,"PERRIN, 1933, 642 p.",Mauvais etat,Droit-Politique-Institutions,ouvrage a caractere general
4101,La seconde abdication - La terreur blanche,"HOUSSAYE, Henry",UD,UD HOU,"PERRIN, 1921, 604 p.",Mauvais etat,Droit-Politique-Institutions,ouvrage a caractere general
4102,La Restauration,ROUX (marquis de),UD,UD ROU,"FAYARD, 1930, 466 p.",Mauvais etat,Droit-Politique-Institutions,ouvrage a caractere general
4103,"Flore française - Prix donne au nom de S.M. l Empereur par son S.Ex-Mr de Champagny - Ministre de l Interieur, le 19 août 1806","LAMARCK, de; DECANDOLLE",UD,UD LAM,"H. Agasse, 1805 - Tome 1, 588 p. plus planches",Dans la vitrine de l entree. Tranche a reparer.,Droit-Politique-Institutions,ouvrage a caractere general
4104,"Flore française - Prix donne au nom de S.M. l Empereur par son S.Ex-Mr de Champagny - Ministre de l Interieur, le 19 août 1806","LAMARCK, de; DECANDOLLE",UD,UD LAM,"H. Agasse, 1805 - Tome 2, 600 p. plus planches",Dans la vitrine de l entree. NB . le tome 3 est manquant,Droit-Politique-Institutions,ouvrage a caractere general
4105,"Flore française - Prix donne au nom de S.M. l Empereur par son S.Ex-Mr de Champagny - Ministre de l Interieur, le 19 août 1806","LAMARCK, de; DECANDOLLE",UD,UD LAM,"H. Agasse, 1805 - Tome 4, de 1 a 400 p. plus planches",Dans la vitrine de l entree. Tranche a reparer.,Droit-Politique-Institutions,ouvrage a caractere general
4106,"Flore française - Prix donne au nom de S.M. l Empereur par son S.Ex-Mr de Champagny - Ministre de l Interieur, le 19 août 1806","LAMARCK, de; DECANDOLLE",UD,UD LAM,"H. Agasse, 1805 - Tome 5, de 1 a 946 p. plus planches - En fait tome 4 deuxieme partie",Dans la vitrine de l entree.,Droit-Politique-Institutions,ouvrage a caractere general
